"county","pct.insurance"
48001,0.750671681891456
48003,0.782637508283632
48005,0.806549423893269
48007,0.768048128342246
48009,0.845387613685578
48011,0.806761786600496
48013,0.83289817232376
48015,0.847852028639618
48017,0.78013856812933
48019,0.83289817232376
48021,0.852469531751123
48023,0.845387613685578
48025,0.768048128342246
48027,0.892451569806279
48029,0.867605968729564
48031,0.867753623188406
48033,0.784560143626571
48035,0.816138540899042
48037,0.816690442225392
48039,0.842351369405478
48041,0.855012853470437
48043,0.782637508283632
48045,0.806761786600496
48047,0.76890756302521
48049,0.8
48051,0.78258547008547
48053,0.893774488463213
48055,0.852469531751123
48057,0.870274914089347
48059,0.8
48061,0.714467976524624
48063,0.853707414829659
48065,0.806761786600496
48067,0.816690442225392
48069,0.806761786600496
48071,0.75418410041841
48073,0.794778384942319
48075,0.806761786600496
48077,0.845387613685578
48079,0.78013856812933
48081,0.784560143626571
48083,0.8
48085,0.924160221632229
48087,0.806761786600496
48089,0.847852028639618
48091,0.879310344827586
48093,0.8
48095,0.784560143626571
48097,0.851622311337951
48099,0.893774488463213
48101,0.845387613685578
48103,0.782637508283632
48105,0.784560143626571
48107,0.78013856812933
48109,0.782637508283632
48111,0.806761786600496
48113,0.804771490983852
48115,0.784560143626571
48117,0.806761786600496
48119,0.828650391524643
48121,0.901295108763988
48123,0.833815028901734
48125,0.78013856812933
48127,0.739214423696072
48129,0.806761786600496
48131,0.711132437619962
48133,0.8
48135,0.816211878009631
48137,0.739214423696072
48139,0.845027455765711
48141,0.790766340088579
48143,0.861527480371163
48145,0.816138540899042
48147,0.851622311337951
48149,0.852469531751123
48151,0.8
48153,0.78013856812933
48155,0.845387613685578
48157,0.900377516778524
48159,0.828650391524643
48161,0.816138540899042
48163,0.83289817232376
48165,0.782637508283632
48167,0.849662162162162
48169,0.78013856812933
48171,0.867753623188406
48173,0.784560143626571
48175,0.833815028901734
48177,0.833815028901734
48179,0.806761786600496
48181,0.851622311337951
48183,0.820186598812553
48185,0.78258547008547
48187,0.887761572606214
48189,0.78013856812933
48191,0.806761786600496
48193,0.893774488463213
48195,0.806761786600496
48197,0.845387613685578
48199,0.851034482758621
48201,0.811809292368223
48203,0.865072587532024
48205,0.806761786600496
48207,0.8
48209,0.877672209026128
48211,0.806761786600496
48213,0.750671681891456
48215,0.700330262471754
48217,0.816138540899042
48219,0.78013856812933
48221,0.861527480371163
48223,0.828650391524643
48225,0.726726726726727
48227,0.784560143626571
48229,0.782637508283632
48231,0.873162765378334
48233,0.806761786600496
48235,0.784560143626571
48237,0.845387613685578
48239,0.833815028901734
48241,0.836787564766839
48243,0.782637508283632
48245,0.781996086105675
48247,0.711132437619962
48249,0.76890756302521
48251,0.834873690696242
48253,0.8
48255,0.833815028901734
48257,0.847222222222222
48259,0.867753623188406
48261,0.76890756302521
48263,0.8
48265,0.867753623188406
48267,0.784560143626571
48269,0.78013856812933
48271,0.739214423696072
48273,0.76890756302521
48275,0.8
48277,0.828650391524643
48279,0.78013856812933
48281,0.893774488463213
48283,0.739214423696072
48285,0.833815028901734
48287,0.852469531751123
48289,0.78258547008547
48291,0.75418410041841
48293,0.816138540899042
48295,0.806761786600496
48297,0.711132437619962
48299,0.893774488463213
48301,0.782637508283632
48303,0.856060606060606
48305,0.78013856812933
48307,0.784560143626571
48309,0.856179775280899
48311,0.711132437619962
48313,0.78258547008547
48315,0.865072587532024
48317,0.784560143626571
48319,0.784560143626571
48321,0.847852028639618
48323,0.739214423696072
48325,0.83289817232376
48327,0.784560143626571
48329,0.840591618734593
48331,0.78258547008547
48333,0.893774488463213
48335,0.8
48337,0.845387613685578
48339,0.870194986072423
48341,0.806761786600496
48343,0.828650391524643
48345,0.78013856812933
48347,0.806549423893269
48349,0.816138540899042
48351,0.836787564766839
48353,0.8
48355,0.849494348602023
48357,0.806761786600496
48359,0.806761786600496
48361,0.851034482758621
48363,0.861527480371163
48365,0.794778384942319
48367,0.887565152643336
48369,0.806761786600496
48371,0.782637508283632
48373,0.726726726726727
48375,0.786080586080586
48377,0.782637508283632
48379,0.853707414829659
48381,0.898084815321477
48383,0.784560143626571
48385,0.739214423696072
48387,0.828650391524643
48389,0.782637508283632
48391,0.768048128342246
48393,0.806761786600496
48395,0.78258547008547
48397,0.873162765378334
48399,0.8
48401,0.794778384942319
48403,0.836787564766839
48405,0.836787564766839
48407,0.726726726726727
48409,0.768048128342246
48411,0.893774488463213
48413,0.784560143626571
48415,0.8
48417,0.8
48419,0.836787564766839
48421,0.806761786600496
48423,0.826108870967742
48425,0.861527480371164
48427,0.711132437619962
48429,0.8
48431,0.784560143626571
48433,0.8
48435,0.784560143626571
48437,0.806761786600496
48439,0.846458066767477
48441,0.873291925465839
48443,0.782637508283632
48445,0.78013856812933
48447,0.8
48449,0.828650391524643
48451,0.829514207149404
48453,0.864536496699512
48455,0.726726726726727
48457,0.836787564766839
48459,0.865072587532024
48461,0.784560143626571
48463,0.739214423696072
48465,0.739214423696072
48467,0.853707414829659
48469,0.870274914089347
48471,0.726726726726727
48473,0.847852028639618
48475,0.782637508283632
48477,0.78258547008547
48479,0.705903398926655
48481,0.847852028639618
48483,0.806761786600496
48485,0.829467939972715
48487,0.845387613685578
48489,0.76890756302521
48491,0.907624633431085
48493,0.833815028901734
48495,0.782637508283631
48497,0.845387613685578
48499,0.853707414829659
48501,0.78013856812933
48503,0.845387613685578
48505,0.711132437619962
48507,0.739214423696072
